I0910 01:25:04.907849      38 options.go:263] external host was not specified, using 127.0.0.1
W0910 01:25:05.122284      38 logging.go:55] [core] [Channel #191 SubChannel #192]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.123249      38 logging.go:55] [core] [Channel #195 SubChannel #196]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.125236      38 logging.go:55] [core] [Channel #199 SubChannel #200]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:46490->127.0.0.1:44527: use of closed network connection"
W0910 01:25:05.126740      38 logging.go:55] [core] [Channel #204 SubChannel #205]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:46510->127.0.0.1:44527: use of closed network connection"
I0910 01:25:05.127410      38 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 01:25:05.127879      38 logging.go:55] [core] [Channel #209 SubChannel #210]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:46526->127.0.0.1:44527: use of closed network connection"
W0910 01:25:05.129147      38 logging.go:55] [core] [Channel #214 SubChannel #215]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.129872      38 logging.go:55] [core] [Channel #218 SubChannel #219]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.130751      38 logging.go:55] [core] [Channel #222 SubChannel #223]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.131787      38 logging.go:55] [core] [Channel #226 SubChannel #227]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.132948      38 logging.go:55] [core] [Channel #230 SubChannel #231]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.181615      38 logging.go:55] [core] [Channel #234 SubChannel #235]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.183211      38 logging.go:55] [core] [Channel #238 SubChannel #239]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.185033      38 logging.go:55] [core] [Channel #242 SubChannel #243]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.186420      38 logging.go:55] [core] [Channel #246 SubChannel #247]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.187309      38 logging.go:55] [core] [Channel #250 SubChannel #251]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.260702      38 logging.go:55] [core] [Channel #254 SubChannel #255]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.260804      38 logging.go:55] [core] [Channel #258 SubChannel #259]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:46748->127.0.0.1:44527: use of closed network connection"
W0910 01:25:05.261798      38 logging.go:55] [core] [Channel #263 SubChannel #264]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.262872      38 logging.go:55] [core] [Channel #267 SubChannel #268]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
W0910 01:25:05.263760      38 logging.go:55] [core] [Channel #271 SubChannel #272]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44527", ServerName: "127.0.0.1:44527", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44527: operation was canceled"
I0910 01:25:05.280293      38 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 01:25:05.280366      38 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 01:25:05.280372      38 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 01:25:05.280633      38 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 01:25:05.280638      38 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 01:25:05.281188      38 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 01:25:05.281545      38 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 01:25:05.281550      38 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 01:25:05.281553      38 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 01:25:05.282254      38 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 01:25:05.282261      38 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 01:25:05.282661      38 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 01:25:05.282667      38 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 01:25:05.282670      38 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 01:25:05.282983      38 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 01:25:05.282990      38 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 01:25:05.282993      38 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 01:25:05.283388      38 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
