I0910 00:50:38.168917      34 options.go:263] external host was not specified, using 127.0.0.1
W0910 00:50:38.365502      34 logging.go:55] [core] [Channel #40 SubChannel #41]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:57600->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.366179      34 logging.go:55] [core] [Channel #45 SubChannel #46]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:57620->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.366857      34 logging.go:55] [core] [Channel #50 SubChannel #51]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.368738      34 logging.go:55] [core] [Channel #59 SubChannel #60]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:57666->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.369643      34 logging.go:55] [core] [Channel #64 SubChannel #65]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.370205      34 logging.go:55] [core] [Channel #68 SubChannel #69]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.370898      34 logging.go:55] [core] [Channel #72 SubChannel #73]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:57722->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.372253      34 logging.go:55] [core] [Channel #77 SubChannel #78]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.373311      34 logging.go:55] [core] [Channel #81 SubChannel #82]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.374610      34 logging.go:55] [core] [Channel #85 SubChannel #86]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:57766->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.375501      34 logging.go:55] [core] [Channel #90 SubChannel #91]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.376147      34 logging.go:55] [core] [Channel #94 SubChannel #95]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.377456      34 logging.go:55] [core] [Channel #98 SubChannel #99]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
I0910 00:50:38.390702      34 handler.go:304] Adding GroupVersion  v1 to ResourceManager
I0910 00:50:38.390875      34 apis.go:112] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W0910 00:50:38.391514      34 logging.go:55] [core] [Channel #102 SubChannel #103]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.392326      34 logging.go:55] [core] [Channel #106 SubChannel #107]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:57872->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.393392      34 logging.go:55] [core] [Channel #111 SubChannel #112]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.395429      34 logging.go:55] [core] [Channel #115 SubChannel #116]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.396079      34 logging.go:55] [core] [Channel #119 SubChannel #120]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.396989      34 logging.go:55] [core] [Channel #123 SubChannel #124]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.397954      34 logging.go:55] [core] [Channel #127 SubChannel #128]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.398959      34 logging.go:55] [core] [Channel #131 SubChannel #132]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:57998->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.400006      34 logging.go:55] [core] [Channel #136 SubChannel #137]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.400780      34 logging.go:55] [core] [Channel #140 SubChannel #141]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.401441      34 logging.go:55] [core] [Channel #144 SubChannel #145]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.402325      34 logging.go:55] [core] [Channel #148 SubChannel #149]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.403159      34 logging.go:55] [core] [Channel #152 SubChannel #153]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.403976      34 logging.go:55] [core] [Channel #156 SubChannel #157]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58076->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.404604      34 logging.go:55] [core] [Channel #161 SubChannel #162]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.405543      34 logging.go:55] [core] [Channel #165 SubChannel #166]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.406066      34 logging.go:55] [core] [Channel #169 SubChannel #170]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.409983      34 logging.go:55] [core] [Channel #173 SubChannel #174]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58176->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.411404      34 logging.go:55] [core] [Channel #178 SubChannel #179]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:58200->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.412194      34 logging.go:55] [core] [Channel #183 SubChannel #184]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.413127      34 logging.go:55] [core] [Channel #187 SubChannel #188]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58228->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.413677      34 logging.go:55] [core] [Channel #192 SubChannel #193]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.414261      34 logging.go:55] [core] [Channel #196 SubChannel #197]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.414895      34 logging.go:55] [core] [Channel #200 SubChannel #201]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
I0910 00:50:38.415190      34 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 00:50:38.415692      34 logging.go:55] [core] [Channel #204 SubChannel #205]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58306->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.416281      34 logging.go:55] [core] [Channel #209 SubChannel #210]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:58314->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.416931      34 logging.go:55] [core] [Channel #214 SubChannel #215]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:58338->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.417632      34 logging.go:55] [core] [Channel #219 SubChannel #220]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58364->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.418437      34 logging.go:55] [core] [Channel #224 SubChannel #225]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.419335      34 logging.go:55] [core] [Channel #228 SubChannel #229]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.433040      34 logging.go:55] [core] [Channel #232 SubChannel #233]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.433853      34 logging.go:55] [core] [Channel #236 SubChannel #237]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:58408->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.434635      34 logging.go:55] [core] [Channel #241 SubChannel #242]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58420->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.435363      34 logging.go:55] [core] [Channel #246 SubChannel #247]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:58442->127.0.0.1:41371: use of closed network connection
W0910 00:50:38.436183      34 logging.go:55] [core] [Channel #251 SubChannel #252]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
W0910 00:50:38.436889      34 logging.go:55] [core] [Channel #255 SubChannel #256]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58468->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.453229      34 logging.go:55] [core] [Channel #260 SubChannel #261]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58492->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.454321      34 logging.go:55] [core] [Channel #265 SubChannel #266]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:58510->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.454630      34 logging.go:55] [core] [Channel #270 SubChannel #271]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58526->127.0.0.1:41371: use of closed network connection"
W0910 00:50:38.455682      34 logging.go:55] [core] [Channel #275 SubChannel #276]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:41371", ServerName: "127.0.0.1:41371", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:41371: operation was canceled"
I0910 00:50:38.463211      34 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 00:50:38.463228      34 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 00:50:38.463232      34 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 00:50:38.463512      34 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 00:50:38.463516      34 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 00:50:38.463986      34 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 00:50:38.464445      34 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 00:50:38.464454      34 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 00:50:38.464457      34 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 00:50:38.465213      34 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 00:50:38.465221      34 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 00:50:38.465638      34 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 00:50:38.465643      34 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 00:50:38.465646      34 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 00:50:38.465962      34 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 00:50:38.465967      34 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 00:50:38.465969      34 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 00:50:38.466297      34 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0910 00:50:38.466305      34 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
I0910 00:50:38.467601      34 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
