I0910 01:28:04.679465      35 options.go:263] external host was not specified, using 127.0.0.1
E0910 01:28:05.268746      35 processstarttime.go:40] Could not get process start time, stat /proc/35: no such file or directory
W0910 01:28:05.269340      35 logging.go:55] [core] [Channel #23 SubChannel #24]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
I0910 01:28:05.271659      35 handler.go:304] Adding GroupVersion apiextensions.k8s.io v1 to ResourceManager
W0910 01:28:05.271670      35 genericapiserver.go:787] Skipping API apiextensions.k8s.io/v1beta1 because it has no resources.
I0910 01:28:05.274453      35 cidrallocator.go:198] starting ServiceCIDR Allocator Controller
W0910 01:28:05.274635      35 logging.go:55] [core] [Channel #27 SubChannel #28]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.275515      35 logging.go:55] [core] [Channel #31 SubChannel #32]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.276209      35 logging.go:55] [core] [Channel #35 SubChannel #36]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:51112->127.0.0.1:44683: use of closed network connection
W0910 01:28:05.277002      35 logging.go:55] [core] [Channel #40 SubChannel #41]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51134->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.277860      35 logging.go:55] [core] [Channel #45 SubChannel #46]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.278757      35 logging.go:55] [core] [Channel #49 SubChannel #50]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.280133      35 logging.go:55] [core] [Channel #53 SubChannel #54]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.280964      35 logging.go:55] [core] [Channel #57 SubChannel #58]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51214->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.281489      35 logging.go:55] [core] [Channel #62 SubChannel #63]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.283831      35 logging.go:55] [core] [Channel #66 SubChannel #67]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.284165      35 logging.go:55] [core] [Channel #70 SubChannel #71]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.285319      35 logging.go:55] [core] [Channel #74 SubChannel #75]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.286066      35 logging.go:55] [core] [Channel #78 SubChannel #79]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.287062      35 logging.go:55] [core] [Channel #82 SubChannel #83]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.288210      35 logging.go:55] [core] [Channel #86 SubChannel #87]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51342->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.288722      35 logging.go:55] [core] [Channel #91 SubChannel #92]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.289514      35 logging.go:55] [core] [Channel #95 SubChannel #96]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
I0910 01:28:05.307380      35 handler.go:304] Adding GroupVersion  v1 to ResourceManager
I0910 01:28:05.307558      35 apis.go:112] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W0910 01:28:05.308522      35 logging.go:55] [core] [Channel #99 SubChannel #100]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51394->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.309463      35 logging.go:55] [core] [Channel #104 SubChannel #105]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:51416->127.0.0.1:44683: use of closed network connection
W0910 01:28:05.310189      35 logging.go:55] [core] [Channel #109 SubChannel #110]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.311699      35 logging.go:55] [core] [Channel #113 SubChannel #114]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.312913      35 logging.go:55] [core] [Channel #117 SubChannel #118]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:51476->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.313919      35 logging.go:55] [core] [Channel #122 SubChannel #123]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51496->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.315227      35 logging.go:55] [core] [Channel #127 SubChannel #128]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51520->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.316743      35 logging.go:55] [core] [Channel #137 SubChannel #138]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.317529      35 logging.go:55] [core] [Channel #141 SubChannel #142]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.318198      35 logging.go:55] [core] [Channel #145 SubChannel #146]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51604->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.318744      35 logging.go:55] [core] [Channel #150 SubChannel #151]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:51620->127.0.0.1:44683: use of closed network connection
W0910 01:28:05.319464      35 logging.go:55] [core] [Channel #155 SubChannel #156]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:51636->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.319784      35 logging.go:55] [core] [Channel #160 SubChannel #161]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.320602      35 logging.go:55] [core] [Channel #164 SubChannel #165]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51668->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.320986      35 logging.go:55] [core] [Channel #169 SubChannel #170]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.326886      35 logging.go:55] [core] [Channel #173 SubChannel #174]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:51702->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.328995      35 logging.go:55] [core] [Channel #178 SubChannel #179]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.329678      35 logging.go:55] [core] [Channel #182 SubChannel #183]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.330265      35 logging.go:55] [core] [Channel #186 SubChannel #187]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.330749      35 logging.go:55] [core] [Channel #190 SubChannel #191]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51798->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.331200      35 logging.go:55] [core] [Channel #195 SubChannel #196]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51814->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.331788      35 logging.go:55] [core] [Channel #200 SubChannel #201]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.332666      35 logging.go:55] [core] [Channel #204 SubChannel #205]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51852->127.0.0.1:44683: use of closed network connection"
I0910 01:28:05.332813      35 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 01:28:05.333270      35 logging.go:55] [core] [Channel #209 SubChannel #210]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51864->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.333857      35 logging.go:55] [core] [Channel #214 SubChannel #215]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.334661      35 logging.go:55] [core] [Channel #218 SubChannel #219]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.335313      35 logging.go:55] [core] [Channel #222 SubChannel #223]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51910->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.335894      35 logging.go:55] [core] [Channel #227 SubChannel #228]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.336651      35 logging.go:55] [core] [Channel #231 SubChannel #232]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.349008      35 logging.go:55] [core] [Channel #235 SubChannel #236]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.350189      35 logging.go:55] [core] [Channel #239 SubChannel #240]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.350882      35 logging.go:55] [core] [Channel #243 SubChannel #244]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:51996->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.351642      35 logging.go:55] [core] [Channel #248 SubChannel #249]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.352166      35 logging.go:55] [core] [Channel #252 SubChannel #253]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:52018->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.352846      35 logging.go:55] [core] [Channel #257 SubChannel #258]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.373336      35 logging.go:55] [core] [Channel #261 SubChannel #262]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:52054->127.0.0.1:44683: use of closed network connection"
W0910 01:28:05.374031      35 logging.go:55] [core] [Channel #266 SubChannel #267]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.374743      35 logging.go:55] [core] [Channel #270 SubChannel #271]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
W0910 01:28:05.375450      35 logging.go:55] [core] [Channel #274 SubChannel #275]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:44683", ServerName: "127.0.0.1:44683", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:44683: operation was canceled"
I0910 01:28:05.382783      35 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 01:28:05.382802      35 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 01:28:05.382807      35 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 01:28:05.383045      35 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 01:28:05.383050      35 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 01:28:05.383577      35 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 01:28:05.383965      35 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 01:28:05.383972      35 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 01:28:05.383975      35 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 01:28:05.385294      35 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 01:28:05.385304      35 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 01:28:05.385849      35 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 01:28:05.385856      35 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 01:28:05.385859      35 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 01:28:05.386176      35 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 01:28:05.386182      35 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 01:28:05.386185      35 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 01:28:05.386480      35 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
