I0910 00:53:29.023421      36 options.go:263] external host was not specified, using 127.0.0.1
W0910 00:53:29.406862      36 logging.go:55] [core] [Channel #173 SubChannel #174]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.410063      36 logging.go:55] [core] [Channel #177 SubChannel #178]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.411501      36 logging.go:55] [core] [Channel #181 SubChannel #182]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:47786->127.0.0.1:39081: use of closed network connection
W0910 00:53:29.413259      36 logging.go:55] [core] [Channel #186 SubChannel #187]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.414135      36 logging.go:55] [core] [Channel #190 SubChannel #191]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47814->127.0.0.1:39081: use of closed network connection"
W0910 00:53:29.415035      36 logging.go:55] [core] [Channel #195 SubChannel #196]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.416546      36 logging.go:55] [core] [Channel #199 SubChannel #200]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.418141      36 logging.go:55] [core] [Channel #203 SubChannel #204]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:47856->127.0.0.1:39081: use of closed network connection"
I0910 00:53:29.418311      36 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 00:53:29.418882      36 logging.go:55] [core] [Channel #208 SubChannel #209]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.420389      36 logging.go:55] [core] [Channel #212 SubChannel #213]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47898->127.0.0.1:39081: use of closed network connection"
W0910 00:53:29.420976      36 logging.go:55] [core] [Channel #217 SubChannel #218]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.422157      36 logging.go:55] [core] [Channel #221 SubChannel #222]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:47938->127.0.0.1:39081: use of closed network connection
W0910 00:53:29.423962      36 logging.go:55] [core] [Channel #226 SubChannel #227]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.425480      36 logging.go:55] [core] [Channel #230 SubChannel #231]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47978->127.0.0.1:39081: use of closed network connection"
W0910 00:53:29.441999      36 logging.go:55] [core] [Channel #235 SubChannel #236]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.444021      36 logging.go:55] [core] [Channel #239 SubChannel #240]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.445168      36 logging.go:55] [core] [Channel #243 SubChannel #244]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.446647      36 logging.go:55] [core] [Channel #247 SubChannel #248]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.447335      36 logging.go:55] [core] [Channel #251 SubChannel #252]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48090->127.0.0.1:39081: use of closed network connection"
W0910 00:53:29.448508      36 logging.go:55] [core] [Channel #256 SubChannel #257]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48106->127.0.0.1:39081: use of closed network connection"
W0910 00:53:29.466540      36 logging.go:55] [core] [Channel #261 SubChannel #262]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.467337      36 logging.go:55] [core] [Channel #265 SubChannel #266]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.471306      36 logging.go:55] [core] [Channel #269 SubChannel #270]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
W0910 00:53:29.471991      36 logging.go:55] [core] [Channel #273 SubChannel #274]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39081", ServerName: "127.0.0.1:39081", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39081: operation was canceled"
I0910 00:53:29.496925      36 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 00:53:29.496948      36 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 00:53:29.496953      36 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 00:53:29.497293      36 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 00:53:29.497301      36 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 00:53:29.497761      36 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 00:53:29.498294      36 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 00:53:29.498304      36 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 00:53:29.498307      36 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 00:53:29.499011      36 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 00:53:29.499019      36 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 00:53:29.499492      36 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 00:53:29.499500      36 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 00:53:29.499526      36 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 00:53:29.499824      36 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 00:53:29.499829      36 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 00:53:29.499832      36 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 00:53:29.500344      36 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0910 00:53:29.500355      36 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
I0910 00:53:29.502122      36 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
W0910 00:53:29.502134      36 genericapiserver.go:787] Skipping API networking.k8s.io/v1beta1 because it has no resources.
I0910 00:53:29.502430      36 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
W0910 00:53:29.502436      36 genericapiserver.go:787] Skipping API node.k8s.io/v1beta1 because it has no resources.
W0910 00:53:29.502438      36 genericapiserver.go:787] Skipping API node.k8s.io/v1alpha1 because it has no resources.
I0910 00:53:29.502941      36 handler.go:304] Adding GroupVersion policy v1 to ResourceManager
W0910 00:53:29.502954      36 genericapiserver.go:787] Skipping API policy/v1beta1 because it has no resources.
