I0910 00:54:48.523184      58 options.go:263] external host was not specified, using 127.0.0.1
I0910 00:54:48.643399      58 handler.go:304] Adding GroupVersion apiextensions.k8s.io v1 to ResourceManager
W0910 00:54:48.643419      58 genericapiserver.go:787] Skipping API apiextensions.k8s.io/v1beta1 because it has no resources.
I0910 00:54:48.645876      58 cidrallocator.go:198] starting ServiceCIDR Allocator Controller
W0910 00:54:48.646180      58 logging.go:55] [core] [Channel #27 SubChannel #28]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.647575      58 logging.go:55] [core] [Channel #31 SubChannel #32]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58114->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.647999      58 logging.go:55] [core] [Channel #36 SubChannel #37]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.648953      58 logging.go:55] [core] [Channel #40 SubChannel #41]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58146->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.649811      58 logging.go:55] [core] [Channel #45 SubChannel #46]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.650839      58 logging.go:55] [core] [Channel #49 SubChannel #50]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.651989      58 logging.go:55] [core] [Channel #53 SubChannel #54]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.652583      58 logging.go:55] [core] [Channel #57 SubChannel #58]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58204->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.653402      58 logging.go:55] [core] [Channel #62 SubChannel #63]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58212->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.654030      58 logging.go:55] [core] [Channel #67 SubChannel #68]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.654675      58 logging.go:55] [core] [Channel #71 SubChannel #72]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.655594      58 logging.go:55] [core] [Channel #75 SubChannel #76]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.656520      58 logging.go:55] [core] [Channel #79 SubChannel #80]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.658621      58 logging.go:55] [core] [Channel #88 SubChannel #89]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.659314      58 logging.go:55] [core] [Channel #92 SubChannel #93]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58346->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.660130      58 logging.go:55] [core] [Channel #97 SubChannel #98]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
I0910 00:54:48.675914      58 handler.go:304] Adding GroupVersion  v1 to ResourceManager
I0910 00:54:48.676065      58 apis.go:112] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W0910 00:54:48.676983      58 logging.go:55] [core] [Channel #101 SubChannel #102]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.677553      58 logging.go:55] [core] [Channel #105 SubChannel #106]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.678370      58 logging.go:55] [core] [Channel #109 SubChannel #110]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.679440      58 logging.go:55] [core] [Channel #113 SubChannel #114]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.680392      58 logging.go:55] [core] [Channel #117 SubChannel #118]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.681506      58 logging.go:55] [core] [Channel #121 SubChannel #122]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.682217      58 logging.go:55] [core] [Channel #125 SubChannel #126]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.682864      58 logging.go:55] [core] [Channel #129 SubChannel #130]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.683625      58 logging.go:55] [core] [Channel #133 SubChannel #134]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.685886      58 logging.go:55] [core] [Channel #137 SubChannel #138]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.687188      58 logging.go:55] [core] [Channel #141 SubChannel #142]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.688923      58 logging.go:55] [core] [Channel #150 SubChannel #151]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.690131      58 logging.go:55] [core] [Channel #154 SubChannel #155]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.690943      58 logging.go:55] [core] [Channel #158 SubChannel #159]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.691711      58 logging.go:55] [core] [Channel #162 SubChannel #163]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58612->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.692194      58 logging.go:55] [core] [Channel #167 SubChannel #168]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.694453      58 logging.go:55] [core] [Channel #171 SubChannel #172]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:58650->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.695183      58 logging.go:55] [core] [Channel #176 SubChannel #177]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.695692      58 logging.go:55] [core] [Channel #180 SubChannel #181]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.696597      58 logging.go:55] [core] [Channel #184 SubChannel #185]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.697751      58 logging.go:55] [core] [Channel #188 SubChannel #189]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58714->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.698389      58 logging.go:55] [core] [Channel #193 SubChannel #194]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.699203      58 logging.go:55] [core] [Channel #197 SubChannel #198]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
I0910 00:54:48.699993      58 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 00:54:48.700559      58 logging.go:55] [core] [Channel #201 SubChannel #202]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.701134      58 logging.go:55] [core] [Channel #205 SubChannel #206]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.702364      58 logging.go:55] [core] [Channel #209 SubChannel #210]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.703476      58 logging.go:55] [core] [Channel #213 SubChannel #214]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58830->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.704508      58 logging.go:55] [core] [Channel #218 SubChannel #219]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:58842->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.713527      58 logging.go:55] [core] [Channel #223 SubChannel #224]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58860->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.733748      58 logging.go:55] [core] [Channel #228 SubChannel #229]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58882->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.734805      58 logging.go:55] [core] [Channel #233 SubChannel #234]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58886->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.735376      58 logging.go:55] [core] [Channel #238 SubChannel #239]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.736286      58 logging.go:55] [core] [Channel #242 SubChannel #243]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.737011      58 logging.go:55] [core] [Channel #246 SubChannel #247]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.737912      58 logging.go:55] [core] [Channel #250 SubChannel #251]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.857974      58 logging.go:55] [core] [Channel #254 SubChannel #255]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:58970->127.0.0.1:46803: use of closed network connection"
W0910 00:54:48.859029      58 logging.go:55] [core] [Channel #259 SubChannel #260]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.860171      58 logging.go:55] [core] [Channel #263 SubChannel #264]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
W0910 00:54:48.860852      58 logging.go:55] [core] [Channel #267 SubChannel #268]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46803", ServerName: "127.0.0.1:46803", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46803: operation was canceled"
I0910 00:54:48.868874      58 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 00:54:48.868890      58 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 00:54:48.868895      58 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 00:54:48.869206      58 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 00:54:48.869213      58 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 00:54:48.869694      58 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 00:54:48.870158      58 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 00:54:48.870165      58 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 00:54:48.870168      58 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 00:54:48.871195      58 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 00:54:48.871203      58 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 00:54:48.871729      58 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 00:54:48.871736      58 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 00:54:48.871738      58 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 00:54:48.872093      58 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 00:54:48.872119      58 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 00:54:48.872121      58 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 00:54:48.872799      58 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0910 00:54:48.872810      58 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
I0910 00:54:48.874401      58 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
W0910 00:54:48.874410      58 genericapiserver.go:787] Skipping API networking.k8s.io/v1beta1 because it has no resources.
I0910 00:54:48.874732      58 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
