I0910 01:20:12.925892      32 options.go:263] external host was not specified, using 127.0.0.1
W0910 01:20:13.336257      32 logging.go:55] [core] [Channel #66 SubChannel #67]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.337080      32 logging.go:55] [core] [Channel #70 SubChannel #71]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.337792      32 logging.go:55] [core] [Channel #74 SubChannel #75]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.338671      32 logging.go:55] [core] [Channel #78 SubChannel #79]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.340031      32 logging.go:55] [core] [Channel #82 SubChannel #83]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.341031      32 logging.go:55] [core] [Channel #86 SubChannel #87]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44008->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.342141      32 logging.go:55] [core] [Channel #91 SubChannel #92]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44024->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.343251      32 logging.go:55] [core] [Channel #96 SubChannel #97]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44048->127.0.0.1:38677: use of closed network connection"
I0910 01:20:13.359543      32 handler.go:304] Adding GroupVersion  v1 to ResourceManager
I0910 01:20:13.359702      32 apis.go:112] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W0910 01:20:13.360384      32 logging.go:55] [core] [Channel #101 SubChannel #102]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.361326      32 logging.go:55] [core] [Channel #105 SubChannel #106]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.362424      32 logging.go:55] [core] [Channel #109 SubChannel #110]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44106->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.363186      32 logging.go:55] [core] [Channel #114 SubChannel #115]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.363758      32 logging.go:55] [core] [Channel #118 SubChannel #119]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.364539      32 logging.go:55] [core] [Channel #122 SubChannel #123]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.365252      32 logging.go:55] [core] [Channel #126 SubChannel #127]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44176->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.367350      32 logging.go:55] [core] [Channel #131 SubChannel #132]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.368258      32 logging.go:55] [core] [Channel #135 SubChannel #136]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.368984      32 logging.go:55] [core] [Channel #139 SubChannel #140]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.369499      32 logging.go:55] [core] [Channel #143 SubChannel #144]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.369978      32 logging.go:55] [core] [Channel #147 SubChannel #148]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.370834      32 logging.go:55] [core] [Channel #151 SubChannel #152]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44264->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.371344      32 logging.go:55] [core] [Channel #156 SubChannel #157]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.372023      32 logging.go:55] [core] [Channel #160 SubChannel #161]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.372722      32 logging.go:55] [core] [Channel #164 SubChannel #165]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44322->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.373646      32 logging.go:55] [core] [Channel #169 SubChannel #170]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.375582      32 logging.go:55] [core] [Channel #173 SubChannel #174]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.376274      32 logging.go:55] [core] [Channel #177 SubChannel #178]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.377488      32 logging.go:55] [core] [Channel #185 SubChannel #186]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44420->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.378186      32 logging.go:55] [core] [Channel #190 SubChannel #191]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44442->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.379145      32 logging.go:55] [core] [Channel #181 SubChannel #182]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.379155      32 logging.go:55] [core] [Channel #195 SubChannel #196]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.380129      32 logging.go:55] [core] [Channel #199 SubChannel #200]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
I0910 01:20:13.380489      32 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 01:20:13.380877      32 logging.go:55] [core] [Channel #203 SubChannel #204]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44516->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.382749      32 logging.go:55] [core] [Channel #208 SubChannel #209]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:44532->127.0.0.1:38677: use of closed network connection
W0910 01:20:13.383538      32 logging.go:55] [core] [Channel #213 SubChannel #214]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.384249      32 logging.go:55] [core] [Channel #217 SubChannel #218]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.385512      32 logging.go:55] [core] [Channel #225 SubChannel #226]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:44564->127.0.0.1:38677: use of closed network connection
W0910 01:20:13.410084      32 logging.go:55] [core] [Channel #235 SubChannel #236]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.410780      32 logging.go:55] [core] [Channel #239 SubChannel #240]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.411430      32 logging.go:55] [core] [Channel #243 SubChannel #244]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44634->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.412002      32 logging.go:55] [core] [Channel #248 SubChannel #249]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.412843      32 logging.go:55] [core] [Channel #252 SubChannel #253]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.429183      32 logging.go:55] [core] [Channel #256 SubChannel #257]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.429816      32 logging.go:55] [core] [Channel #260 SubChannel #261]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
W0910 01:20:13.430410      32 logging.go:55] [core] [Channel #264 SubChannel #265]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:44736->127.0.0.1:38677: use of closed network connection"
W0910 01:20:13.431198      32 logging.go:55] [core] [Channel #269 SubChannel #270]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:38677", ServerName: "127.0.0.1:38677", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:38677: operation was canceled"
I0910 01:20:13.440902      32 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 01:20:13.440930      32 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 01:20:13.440935      32 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 01:20:13.441354      32 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 01:20:13.441362      32 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 01:20:13.441762      32 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 01:20:13.442132      32 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 01:20:13.442140      32 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 01:20:13.442142      32 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 01:20:13.442758      32 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 01:20:13.442765      32 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 01:20:13.443179      32 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 01:20:13.443185      32 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 01:20:13.443188      32 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 01:20:13.443487      32 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 01:20:13.443491      32 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 01:20:13.443493      32 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 01:20:13.443776      32 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0910 01:20:13.443781      32 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
I0910 01:20:13.445319      32 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
W0910 01:20:13.445331      32 genericapiserver.go:787] Skipping API networking.k8s.io/v1beta1 because it has no resources.
I0910 01:20:13.445548      32 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
W0910 01:20:13.445560      32 genericapiserver.go:787] Skipping API node.k8s.io/v1beta1 because it has no resources.
