path	blob_sha	bytes	category	scope	content_available	editorial_review	pr12_change
charts/kubeclaw/templates/configmap-skills.yaml	dce9a0156383e10cb698a67f3c3450dc61ba1844	847	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/configmap-swarm-config.yaml	7fae6614044f319df86a000067d6780550d0f0ee	1856	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/configmap-worker-trust.yaml	300194fb12b4e9a0d06ea45a28899f7a765c6d2e	12202	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/configmap-workspace.yaml	c8d98a23f7c214a4eeaa521a03cf43bdc4b828f3	958	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/demo-ready-service.yaml	504a7afe77ebb78a8b234955b4db73b613a3e3f1	1740	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/deployment.yaml	53c737c665171bc5464952d6d5f72762145e45f4	87143	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/pvc.yaml	59daf303b8497838f36bc2838384211737f3ec80	1486	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/rbac.yaml	97a65785143cc6bd7109069ef840672aa4faec1e	4372	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/secret.yaml	857d426d7ddc6653388b22e316f86ea40a5bf063	1020	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/service-extra-nodeports.yaml	1f43fd18db6c396417ff7fef7ae2cbaf548755bc	600	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/service.yaml	8e896b45ac3eca571712ac95c003e762110fc852	1187	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/templates/serviceaccount.yaml	0ab955ebc02b35bc1e010a80e3f59c98911fa544	326	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/kubeclaw/values.yaml	a5a8817000f4a41857a3d44d4dd3bea42dfdb589	18980	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/ops-pod/Chart.yaml	292994bbd68ba848831f9e65def4544999253b55	161	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/ops-pod/templates/network.yaml	fba64d0136452cc08d8fab2a08cc63831316fbe3	1868	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/ops-pod/templates/rbac.yaml	0308c0583a77d187dfe8fff84664fea6008bd1b9	1965	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/ops-pod/templates/tailscale-storage.yaml	61ca30f34c82350edb14be642c047f92c8dc8f28	395	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/ops-pod/templates/workload.yaml	c5f81b66c78054a062b1704e1279c4c82511dcd5	6599	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/ops-pod/values.yaml	a0bad669df5bab6608ee6dccc0a26e61c628dbba	1266	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/Chart.yaml	8a971c595b77f31d2672d0aab4152381a292fcd4	146	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/ci-values.yaml	7ca1e8271dfa32616d22c8ba4eb06c8ba18b377a	761	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/files/prism-backup.sh	5aa11f741721b716ad643d94964f431502d13c40	8568	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/_helpers.tpl	c77cffb4cb105a16b69c528962d780ce5273623f	440	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/_product-decisions.tpl	8a0325f13639a92af7e980f84c665b826a511f37	2741	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/_worker-trust-readiness.tpl	c547ba8edbf6ef86bc65e02a5d793f3d10dc373d	6533	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/backup-storage-check.yaml	b3ac429acacef08dc26e3625aef4f0877e4a1af0	1712	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/backup.yaml	28d0c306cde482e05f454ba7a0d156b1aaf7a58a	3918	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/configmap-worker-trust.yaml	be1fbb55c851cb0359db872c1c95f7b2f25dc358	19296	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/ingestion.yaml	34ad96df2d386e4d1ca2fc2a26dd8b314626dc93	2296	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/jobs.yaml	1902a3f63baa3e3103d2acf22fd9097c9250e910	3553	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/networkpolicy.yaml	8dcdc042ac02130e532d576ad44df6aa9f0662d9	8298	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/postgresql.yaml	54d923640498c0a707a7bb75fb51be7c9e91010a	4164	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/product-decisions-networkpolicy.yaml	6e1df43249d90693fd6fcb1c9f4baf9bfd8c6061	746	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/serviceaccounts.yaml	2e78bc1f7f46e3663a7b8e02b720e3f7a93d3f74	215	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/services.yaml	0f9fff2b3f4fc3aa4fd2e7d2f3cc6a0b2329389d	1432	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/templates/workloads.yaml	93e2b41ce149a4a803fb7ffbc5c51223507c2380	14332	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/values.schema.json	53554d87de15424433a16984c5142db6de299d0b	13411	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
charts/prism/values.yaml	f52ea0c4ea6a0c5744738a4e878b0c2e9d953982	3474	implementation-or-tooling	context: sources and migration consumers, not editorial deletion candidates	False	not-started	
cmd/buster-namespace-controller/demo-auth-credentials_test.go	0c48258f866e862dd8bf621a51d0d7a236349f0b	3043	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-credentials.go	066d25526051d1e0f3287f20e580bd44d47a1cd0	8928	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-credentials_test.go	6556146b57b94f63f80253558c837545ec3a5e1a	6360	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-producer-interop_test.go	53e209164ebb6502eca75ba3908390a5aa776372	4322	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-product-native_test.go	8f76772ca163bdbcf158af4591e2f36dffda6cf2	16963	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-product.go	0cd737eb2163a3946073fdf56d92ee3a8a2f9b5b	17019	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-product_test.go	2db202023ca90a755d831838b77f034420aa255e	13041	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-readiness-lifecycle.go	8312aea898b5bd6497043c4e12315beb3c2128e6	8667	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-readiness-sources.go	9040581a6848e8c31cbf300ae6491a59cfbb266e	5747	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-readiness.go	07eaf36881de13d0ab38484b9c8df7595c3de714	14838	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-readiness_test.go	9a595a0c553919858a7f75de8f0f4c1bc922f20c	23253	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-retention.go	fbd6dfe42a28ef6d0bdfa1b5f4f439b19b4c4093	1632	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/demo-retention_test.go	bcd4485692e39e6f1e06c768430159cc0b1c7c90	6689	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/exposure-generation.go	82e8ae27b98d070dd15ed7ad1f544c66dc9f0d42	5180	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/exposure-generation_test.go	5aae0a683f96a582ca581a26afc7aaed7a311f19	5938	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/exposure-handoff_test.go	04f1b4af40da478e44a1891105943123e2854817	6247	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/main.go	f5500795690047de69011d517971a2db4213c7d0	73929	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/main_test.go	1247373d142fb96eaca374c5a86a42050a46047d	35564	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/rbac.go	a88d06d250094e4a5bf75b329f7d70dda9105aaa	3186	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
cmd/buster-namespace-controller/remediation_test.go	12a3aa5878da847d93f63f47f687ce261514a50d	6168	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
contracts/agent-observability/v1/README.md	973884238e107db0c9c05eb68cf74ff6f2651136	1169	component-or-root-documentation	in-scope	True	not-started	
contracts/agent-observability/v1/package.json	4062cf5366890f0fde382c048342464ac3d01ad0	339	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/src/complexity.ts	2b2160a801d219e5e23874442ff3c9ac0cd82c61	1650	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/src/constants.ts	408216858b23efc624617ca9667f2877a69dbe18	1579	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/src/index.ts	57ed4c9b1028a94ae9d2066f6cf45818da9a6b23	153	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/src/mapping.ts	90b8a57c1c7de352cd4bf09815154c2ed960902e	4573	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/src/routing.ts	5e9449c3cc51cea5d74f3ca5918852563ad8ea07	2395	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/src/types.ts	f4fdffc434201b25767444e16bf2f528db1f02b3	6841	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/src/validation.ts	28e0e58d1e52458b65cd633129d9e18cfd91dfd6	14019	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/tests/validation.test.ts	be1c2c409ad9cdad18e4071c157c16c7975fbd16	2811	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/tsconfig.build.json	382f71dadb214cacf7517ca88b67334b6e0f9001	152	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/agent-observability/v1/tsconfig.json	4dfbe0eca128d99f2aeb3eb06b97de838805eaeb	190	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/delivery-manifest/v3/package.json	bb3d252bd2354fef92332c630a4c916eb5b50b20	480	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/delivery-manifest/v3/schemas/delivery-manifest.v3.schema.json	e86bdce5b2917302bca2467e95db1518bbac26db	4043	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/delivery-manifest/v3/src/index.ts	b5e9b7f763fd009073cacaad270b349e46fde040	15713	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/delivery-manifest/v3/tests/contract.test.mts	0555d7405ab34cb15c25fa9fd6a218cd778e1789	10128	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/delivery-manifest/v3/tsconfig.json	fafa0d59d2634a76048e39d8ff63e02d12a9f11f	109	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/README.md	f8c390d45073b8f5f64aab101230821fb1ced07d	1232	component-or-root-documentation	in-scope	True	not-started	
contracts/pipeline-observability/v1/fixtures/producer-closure.json	16fa1fea95ee730f00c8399dd5bd8e7ce21f070c	394	test-fixture	excluded from editorial migration; preserve test behavior and inspect dependencies	False	not-started	
contracts/pipeline-observability/v1/fixtures/producer-record.json	2600b4aba131b2e8c765d0e185f30b7a2a4d6b77	574	test-fixture	excluded from editorial migration; preserve test behavior and inspect dependencies	False	not-started	
contracts/pipeline-observability/v1/go/fixturecheck/main.go	d0fa22c37f359ff3d2ddeb8fb699b2e672a84dcf	3703	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/go/go.mod	3235e3325fe1636f9ee606f4cccf0bf0a9958c92	143	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
contracts/pipeline-observability/v1/go/go.sum	d45fcac18bde1adad965af21ec8e4a0c054ccf44	261	implementation-or-test-data	context: not an editorial deletion candidate	False	not-started	
contracts/pipeline-observability/v1/go/types.go	7bbd05358f57e6a17fbf95cf5f691937ad948d4c	18180	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/package.json	877c24fbb6d1505267aad4559e9de92fdda4554f	496	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/schemas/pipeline-observability.v1.schema.json	2e5f2ddf8759fb9385d1f9aa9da5f10b40991a4a	6092	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/src/canonical-json.ts	92199ac1536600614af4b46d21a4d61fe883f443	1397	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/src/index.ts	856a437495abf394df6c7be374902d61724a6518	61	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/src/types.ts	b3ef2846a226f4e094345fe15e1f3cf2f3fad816	2359	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/src/validation.ts	cc6947e1fbc2f258632b0bce06d8d2330e2910c2	6344	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-observability/v1/tsconfig.json	fafa0d59d2634a76048e39d8ff63e02d12a9f11f	109	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/README.md	00c68da167bfae091c55afb5e398ab2932250c41	7716	component-or-root-documentation	in-scope	True	not-started	
contracts/pipeline-test-gate/v1/examples/a11y-config.json	55e7873a3dec8b697fc8b4ad1d0eda99dcea9238	336	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/api-flow-config.json	501a8ce15d2ca7c5fa8dca072029ab5149507b66	164	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/api-suite.json	1b3fdd3979d06b90a5ba762b5c12b8a4aedb5973	539	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/browser-profiles.json	a73ee608c36f4e045585ef028f1d7af42608a4f2	519	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/container-build-dockerfile.json	6838e0e648b18c6e42f5f585d5786beb0a1e9072	560	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/e2e-playwright.json	f6a3a7974e4a17d1b8670487bab204155c4cc6fd	933	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/e2e-result-cypress.json	b45cd41c98d0dcc80569a200fddc248dcd515ea3	790	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/http.json	f214171f47e02a5f80fc280b350b8c619861420c	441	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/kubernetes-fixture.json	a0ee59d2e16330f64283d876f1b0351f8441432c	834	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/lighthouse-performance-config.json	b146edb1dd81d5ff11a4ff411e9671dc9d1d41bc	172	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/lighthouse-settings.json	d64a6ba4eefd6c7da9d73488af086ad502c1a31c	570	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/openapi-config.json	969bac47dd26bdc00429a238c4f22f3d54708912	223	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/security-config.json	155bda2fe2a791d9baf712cc6737df6c1f2f0921	401	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/size-budget-growth.json	3ecff482d4880c851bcb53dd12a3d9d1681ce0b0	2034	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/size-budget-tar.json	6715a0247e24abfa6bec5b8befc684fcda453fec	1472	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/tailscale-exposure.json	412cfd5f204c7004452a2c5c00f6bc125247e8c8	568	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/unit-suite-blocking.json	1c3b44db0b33bbde78cfbb00c1e6f0d442beeeec	701	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/unit-suite-with-coverage.json	b1f1857222a8f50ef65f22c39c512ff3507730a7	1269	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
contracts/pipeline-test-gate/v1/examples/visual-baselines.json	be34ba0df7cf1e8b78fc8be19277dfa455bbe019	651	implementation-or-test-data	context: not an editorial deletion candidate	True	not-started	
