I0910 00:58:41.305740      55 options.go:263] external host was not specified, using 127.0.0.1
W0910 00:58:42.312592      55 logging.go:55] [core] [Channel #45 SubChannel #46]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.313654      55 logging.go:55] [core] [Channel #49 SubChannel #50]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47996->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.315434      55 logging.go:55] [core] [Channel #54 SubChannel #55]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.315813      55 logging.go:55] [core] [Channel #58 SubChannel #59]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.316854      55 logging.go:55] [core] [Channel #62 SubChannel #63]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.317645      55 logging.go:55] [core] [Channel #66 SubChannel #67]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.318880      55 logging.go:55] [core] [Channel #70 SubChannel #71]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.320559      55 logging.go:55] [core] [Channel #74 SubChannel #75]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.321426      55 logging.go:55] [core] [Channel #78 SubChannel #79]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.322465      55 logging.go:55] [core] [Channel #82 SubChannel #83]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.325639      55 logging.go:55] [core] [Channel #91 SubChannel #92]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48210->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.328741      55 logging.go:55] [core] [Channel #96 SubChannel #97]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:48214->127.0.0.1:45073: use of closed network connection
I0910 00:58:42.341437      55 handler.go:304] Adding GroupVersion  v1 to ResourceManager
I0910 00:58:42.341611      55 apis.go:112] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W0910 00:58:42.342325      55 logging.go:55] [core] [Channel #101 SubChannel #102]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.343362      55 logging.go:55] [core] [Channel #105 SubChannel #106]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.344357      55 logging.go:55] [core] [Channel #109 SubChannel #110]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.345575      55 logging.go:55] [core] [Channel #113 SubChannel #114]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.346440      55 logging.go:55] [core] [Channel #117 SubChannel #118]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.347577      55 logging.go:55] [core] [Channel #121 SubChannel #122]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.348458      55 logging.go:55] [core] [Channel #125 SubChannel #126]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:48356->127.0.0.1:45073: use of closed network connection
W0910 00:58:42.348992      55 logging.go:55] [core] [Channel #130 SubChannel #131]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.350174      55 logging.go:55] [core] [Channel #134 SubChannel #135]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:48386->127.0.0.1:45073: use of closed network connection
W0910 00:58:42.351313      55 logging.go:55] [core] [Channel #139 SubChannel #140]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:48394->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.352022      55 logging.go:55] [core] [Channel #144 SubChannel #145]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.353898      55 logging.go:55] [core] [Channel #148 SubChannel #149]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.354501      55 logging.go:55] [core] [Channel #152 SubChannel #153]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.355367      55 logging.go:55] [core] [Channel #156 SubChannel #157]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.356042      55 logging.go:55] [core] [Channel #160 SubChannel #161]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.358199      55 logging.go:55] [core] [Channel #164 SubChannel #165]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48480->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.358793      55 logging.go:55] [core] [Channel #169 SubChannel #170]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48492->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.364389      55 logging.go:55] [core] [Channel #174 SubChannel #175]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.365579      55 logging.go:55] [core] [Channel #178 SubChannel #179]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.366209      55 logging.go:55] [core] [Channel #182 SubChannel #183]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.367117      55 logging.go:55] [core] [Channel #186 SubChannel #187]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.367892      55 logging.go:55] [core] [Channel #190 SubChannel #191]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.368703      55 logging.go:55] [core] [Channel #194 SubChannel #195]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48588->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.369227      55 logging.go:55] [core] [Channel #199 SubChannel #200]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
I0910 00:58:42.370236      55 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 00:58:42.370671      55 logging.go:55] [core] [Channel #203 SubChannel #204]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.371683      55 logging.go:55] [core] [Channel #207 SubChannel #208]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.372124      55 logging.go:55] [core] [Channel #211 SubChannel #212]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.373373      55 logging.go:55] [core] [Channel #215 SubChannel #216]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.374663      55 logging.go:55] [core] [Channel #219 SubChannel #220]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.375548      55 logging.go:55] [core] [Channel #223 SubChannel #224]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.402169      55 logging.go:55] [core] [Channel #227 SubChannel #228]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.402974      55 logging.go:55] [core] [Channel #231 SubChannel #232]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48756->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.403738      55 logging.go:55] [core] [Channel #236 SubChannel #237]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.404443      55 logging.go:55] [core] [Channel #240 SubChannel #241]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48814->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.405047      55 logging.go:55] [core] [Channel #245 SubChannel #246]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.405868      55 logging.go:55] [core] [Channel #249 SubChannel #250]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:48842->127.0.0.1:45073: use of closed network connection"
W0910 00:58:42.438645      55 logging.go:55] [core] [Channel #254 SubChannel #255]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.440735      55 logging.go:55] [core] [Channel #258 SubChannel #259]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.441471      55 logging.go:55] [core] [Channel #262 SubChannel #263]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
W0910 00:58:42.442190      55 logging.go:55] [core] [Channel #266 SubChannel #267]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45073", ServerName: "127.0.0.1:45073", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45073: operation was canceled"
I0910 00:58:42.449689      55 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 00:58:42.449706      55 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 00:58:42.449710      55 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 00:58:42.450110      55 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 00:58:42.450120      55 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 00:58:42.450612      55 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 00:58:42.451041      55 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 00:58:42.451051      55 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 00:58:42.451054      55 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 00:58:42.451811      55 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 00:58:42.451818      55 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 00:58:42.452348      55 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 00:58:42.452357      55 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 00:58:42.452360      55 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 00:58:42.452669      55 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 00:58:42.452674      55 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 00:58:42.452677      55 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 00:58:42.452977      55 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0910 00:58:42.452983      55 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
