I0910 00:59:58.981994      71 options.go:263] external host was not specified, using 127.0.0.1
E0910 00:59:59.209861      71 processstarttime.go:40] Could not get process start time, stat /proc/71: no such file or directory
W0910 00:59:59.210563      71 logging.go:55] [core] [Channel #20 SubChannel #23]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
I0910 00:59:59.212788      71 handler.go:304] Adding GroupVersion apiextensions.k8s.io v1 to ResourceManager
W0910 00:59:59.212805      71 genericapiserver.go:787] Skipping API apiextensions.k8s.io/v1beta1 because it has no resources.
I0910 00:59:59.222791      71 cidrallocator.go:198] starting ServiceCIDR Allocator Controller
W0910 00:59:59.225461      71 logging.go:55] [core] [Channel #28 SubChannel #29]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.231408      71 logging.go:55] [core] [Channel #32 SubChannel #33]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:46826->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.231599      71 logging.go:55] [core] [Channel #37 SubChannel #38]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.232702      71 logging.go:55] [core] [Channel #41 SubChannel #42]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.233785      71 logging.go:55] [core] [Channel #45 SubChannel #46]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.234662      71 logging.go:55] [core] [Channel #49 SubChannel #50]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.235588      71 logging.go:55] [core] [Channel #53 SubChannel #54]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.236546      71 logging.go:55] [core] [Channel #57 SubChannel #58]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.238246      71 logging.go:55] [core] [Channel #61 SubChannel #62]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.238770      71 logging.go:55] [core] [Channel #65 SubChannel #66]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.239817      71 logging.go:55] [core] [Channel #69 SubChannel #70]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:46990->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.241079      71 logging.go:55] [core] [Channel #74 SubChannel #75]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47010->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.242012      71 logging.go:55] [core] [Channel #79 SubChannel #80]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.242908      71 logging.go:55] [core] [Channel #83 SubChannel #84]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.243772      71 logging.go:55] [core] [Channel #87 SubChannel #88]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.244693      71 logging.go:55] [core] [Channel #91 SubChannel #92]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.245537      71 logging.go:55] [core] [Channel #95 SubChannel #96]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
I0910 00:59:59.274936      71 handler.go:304] Adding GroupVersion  v1 to ResourceManager
I0910 00:59:59.275183      71 apis.go:112] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W0910 00:59:59.276788      71 logging.go:55] [core] [Channel #99 SubChannel #100]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47124->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.278292      71 logging.go:55] [core] [Channel #104 SubChannel #105]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.279799      71 logging.go:55] [core] [Channel #108 SubChannel #109]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.282723      71 logging.go:55] [core] [Channel #117 SubChannel #118]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.284246      71 logging.go:55] [core] [Channel #121 SubChannel #122]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47206->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.288072      71 logging.go:55] [core] [Channel #126 SubChannel #127]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.289946      71 logging.go:55] [core] [Channel #130 SubChannel #131]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.291260      71 logging.go:55] [core] [Channel #134 SubChannel #135]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47266->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.292472      71 logging.go:55] [core] [Channel #139 SubChannel #140]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47278->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.293184      71 logging.go:55] [core] [Channel #144 SubChannel #145]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47292->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.294121      71 logging.go:55] [core] [Channel #149 SubChannel #150]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.295017      71 logging.go:55] [core] [Channel #153 SubChannel #154]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.295613      71 logging.go:55] [core] [Channel #157 SubChannel #158]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.296613      71 logging.go:55] [core] [Channel #161 SubChannel #162]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.297722      71 logging.go:55] [core] [Channel #165 SubChannel #166]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.298533      71 logging.go:55] [core] [Channel #169 SubChannel #170]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.304670      71 logging.go:55] [core] [Channel #173 SubChannel #174]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:47440->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.305254      71 logging.go:55] [core] [Channel #178 SubChannel #179]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.306266      71 logging.go:55] [core] [Channel #182 SubChannel #183]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47460->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.307079      71 logging.go:55] [core] [Channel #187 SubChannel #188]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.308878      71 logging.go:55] [core] [Channel #191 SubChannel #192]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.309034      71 logging.go:55] [core] [Channel #195 SubChannel #196]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.309726      71 logging.go:55] [core] [Channel #199 SubChannel #200]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47518->127.0.0.1:45609: use of closed network connection"
I0910 00:59:59.310150      71 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 00:59:59.310585      71 logging.go:55] [core] [Channel #204 SubChannel #205]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.311957      71 logging.go:55] [core] [Channel #208 SubChannel #209]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.312033      71 logging.go:55] [core] [Channel #212 SubChannel #213]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.313626      71 logging.go:55] [core] [Channel #216 SubChannel #217]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47576->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.314523      71 logging.go:55] [core] [Channel #221 SubChannel #222]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.315441      71 logging.go:55] [core] [Channel #225 SubChannel #226]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.381932      71 logging.go:55] [core] [Channel #229 SubChannel #230]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.383422      71 logging.go:55] [core] [Channel #233 SubChannel #234]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.384832      71 logging.go:55] [core] [Channel #237 SubChannel #238]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.385577      71 logging.go:55] [core] [Channel #241 SubChannel #242]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.386398      71 logging.go:55] [core] [Channel #245 SubChannel #246]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.387867      71 logging.go:55] [core] [Channel #249 SubChannel #250]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.516920      71 logging.go:55] [core] [Channel #253 SubChannel #254]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:45609: operation was canceled"
W0910 00:59:59.517779      71 logging.go:55] [core] [Channel #257 SubChannel #258]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47734->127.0.0.1:45609: use of closed network connection"
W0910 00:59:59.522850      71 logging.go:55] [core] [Channel #262 SubChannel #263]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:47752->127.0.0.1:45609: use of closed network connection
W0910 00:59:59.523992      71 logging.go:55] [core] [Channel #267 SubChannel #268]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47766->127.0.0.1:45609: use of closed network connection"
I0910 00:59:59.531415      71 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 00:59:59.531440      71 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.531444      71 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 00:59:59.531711      71 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 00:59:59.531715      71 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 00:59:59.532224      71 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 00:59:59.532644      71 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 00:59:59.532653      71 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 00:59:59.532655      71 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 00:59:59.533601      71 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 00:59:59.533610      71 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 00:59:59.534142      71 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 00:59:59.534150      71 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.534153      71 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 00:59:59.534452      71 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 00:59:59.534457      71 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.534460      71 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 00:59:59.534947      71 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0910 00:59:59.534963      71 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
