I0910 00:33:46.678878      32 options.go:263] external host was not specified, using 127.0.0.1
W0910 00:33:46.966437      32 logging.go:55] [core] [Channel #24 SubChannel #25]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49608->127.0.0.1:34167: use of closed network connection"
I0910 00:33:46.970116      32 handler.go:304] Adding GroupVersion apiextensions.k8s.io v1 to ResourceManager
W0910 00:33:46.970131      32 genericapiserver.go:787] Skipping API apiextensions.k8s.io/v1beta1 because it has no resources.
I0910 00:33:46.972454      32 cidrallocator.go:198] starting ServiceCIDR Allocator Controller
W0910 00:33:46.972969      32 logging.go:55] [core] [Channel #29 SubChannel #30]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:49626->127.0.0.1:34167: use of closed network connection
W0910 00:33:46.973947      32 logging.go:55] [core] [Channel #34 SubChannel #35]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:46.974818      32 logging.go:55] [core] [Channel #38 SubChannel #39]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49670->127.0.0.1:34167: use of closed network connection"
W0910 00:33:46.975800      32 logging.go:55] [core] [Channel #43 SubChannel #44]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:46.976624      32 logging.go:55] [core] [Channel #47 SubChannel #48]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:46.977839      32 logging.go:55] [core] [Channel #51 SubChannel #52]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:46.979344      32 logging.go:55] [core] [Channel #55 SubChannel #56]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49746->127.0.0.1:34167: use of closed network connection"
W0910 00:33:46.980208      32 logging.go:55] [core] [Channel #60 SubChannel #61]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49760->127.0.0.1:34167: use of closed network connection"
W0910 00:33:46.981037      32 logging.go:55] [core] [Channel #65 SubChannel #66]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:46.982152      32 logging.go:55] [core] [Channel #69 SubChannel #70]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:46.983862      32 logging.go:55] [core] [Channel #77 SubChannel #78]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49856->127.0.0.1:34167: use of closed network connection"
W0910 00:33:46.984766      32 logging.go:55] [core] [Channel #82 SubChannel #83]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:46.985643      32 logging.go:55] [core] [Channel #86 SubChannel #87]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49896->127.0.0.1:34167: use of closed network connection"
W0910 00:33:46.986401      32 logging.go:55] [core] [Channel #91 SubChannel #92]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49914->127.0.0.1:34167: use of closed network connection"
W0910 00:33:46.987490      32 logging.go:55] [core] [Channel #96 SubChannel #97]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:49926->127.0.0.1:34167: use of closed network connection"
W0910 00:33:46.988652      32 logging.go:55] [core] [Channel #101 SubChannel #102]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
I0910 00:33:47.007246      32 handler.go:304] Adding GroupVersion  v1 to ResourceManager
I0910 00:33:47.007482      32 apis.go:112] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W0910 00:33:47.008412      32 logging.go:55] [core] [Channel #105 SubChannel #106]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.009543      32 logging.go:55] [core] [Channel #109 SubChannel #110]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.010574      32 logging.go:55] [core] [Channel #113 SubChannel #114]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:50012->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.011369      32 logging.go:55] [core] [Channel #118 SubChannel #119]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.013630      32 logging.go:55] [core] [Channel #122 SubChannel #123]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:50030->127.0.0.1:34167: use of closed network connection
W0910 00:33:47.014753      32 logging.go:55] [core] [Channel #127 SubChannel #128]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.015975      32 logging.go:55] [core] [Channel #131 SubChannel #132]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:50080->127.0.0.1:34167: use of closed network connection
W0910 00:33:47.017212      32 logging.go:55] [core] [Channel #136 SubChannel #137]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.018220      32 logging.go:55] [core] [Channel #140 SubChannel #141]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.018947      32 logging.go:55] [core] [Channel #144 SubChannel #145]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.020394      32 logging.go:55] [core] [Channel #148 SubChannel #149]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:50182->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.021153      32 logging.go:55] [core] [Channel #153 SubChannel #154]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.025472      32 logging.go:55] [core] [Channel #157 SubChannel #158]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.026318      32 logging.go:55] [core] [Channel #161 SubChannel #162]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.026973      32 logging.go:55] [core] [Channel #165 SubChannel #166]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.027806      32 logging.go:55] [core] [Channel #169 SubChannel #170]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.028399      32 logging.go:55] [core] [Channel #173 SubChannel #174]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.030485      32 logging.go:55] [core] [Channel #177 SubChannel #178]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.031375      32 logging.go:55] [core] [Channel #181 SubChannel #182]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.033031      32 logging.go:55] [core] [Channel #190 SubChannel #191]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.033110      32 logging.go:55] [core] [Channel #185 SubChannel #186]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:50326->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.034229      32 logging.go:55] [core] [Channel #194 SubChannel #195]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:50382->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.035405      32 logging.go:55] [core] [Channel #199 SubChannel #200]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:50406->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.035957      32 logging.go:55] [core] [Channel #204 SubChannel #205]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
I0910 00:33:47.036391      32 apis.go:112] API group "storagemigration.k8s.io" is not enabled, skipping.
W0910 00:33:47.036900      32 logging.go:55] [core] [Channel #208 SubChannel #209]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:50436->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.037867      32 logging.go:55] [core] [Channel #213 SubChannel #214]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.039582      32 logging.go:55] [core] [Channel #221 SubChannel #222]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.040578      32 logging.go:55] [core] [Channel #225 SubChannel #226]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.042585      32 logging.go:55] [core] [Channel #229 SubChannel #230]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:50528->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.061424      32 logging.go:55] [core] [Channel #234 SubChannel #235]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.062466      32 logging.go:55] [core] [Channel #238 SubChannel #239]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.063358      32 logging.go:55] [core] [Channel #242 SubChannel #243]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.065123      32 logging.go:55] [core] [Channel #246 SubChannel #247]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:50590->127.0.0.1:34167: use of closed network connection
W0910 00:33:47.065691      32 logging.go:55] [core] [Channel #251 SubChannel #252]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.066537      32 logging.go:55] [core] [Channel #255 SubChannel #256]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.088735      32 logging.go:55] [core] [Channel #259 SubChannel #260]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:50642->127.0.0.1:34167: use of closed network connection"
W0910 00:33:47.094283      32 logging.go:55] [core] [Channel #264 SubChannel #265]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.095279      32 logging.go:55] [core] [Channel #268 SubChannel #269]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
W0910 00:33:47.095943      32 logging.go:55] [core] [Channel #272 SubChannel #273]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:34167", ServerName: "127.0.0.1:34167", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:34167: operation was canceled"
I0910 00:33:47.104566      32 handler.go:304] Adding GroupVersion authentication.k8s.io v1 to ResourceManager
W0910 00:33:47.104585      32 genericapiserver.go:787] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W0910 00:33:47.104589      32 genericapiserver.go:787] Skipping API authentication.k8s.io/v1alpha1 because it has no resources.
I0910 00:33:47.104885      32 handler.go:304] Adding GroupVersion authorization.k8s.io v1 to ResourceManager
W0910 00:33:47.104893      32 genericapiserver.go:787] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
I0910 00:33:47.105685      32 handler.go:304] Adding GroupVersion autoscaling v2 to ResourceManager
I0910 00:33:47.106194      32 handler.go:304] Adding GroupVersion autoscaling v1 to ResourceManager
W0910 00:33:47.106202      32 genericapiserver.go:787] Skipping API autoscaling/v2beta1 because it has no resources.
W0910 00:33:47.106205      32 genericapiserver.go:787] Skipping API autoscaling/v2beta2 because it has no resources.
I0910 00:33:47.107243      32 handler.go:304] Adding GroupVersion batch v1 to ResourceManager
W0910 00:33:47.107252      32 genericapiserver.go:787] Skipping API batch/v1beta1 because it has no resources.
I0910 00:33:47.107756      32 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0910 00:33:47.107763      32 genericapiserver.go:787] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0910 00:33:47.107765      32 genericapiserver.go:787] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0910 00:33:47.108105      32 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0910 00:33:47.108112      32 genericapiserver.go:787] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0910 00:33:47.108114      32 genericapiserver.go:787] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0910 00:33:47.108519      32 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0910 00:33:47.108530      32 genericapiserver.go:787] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
I0910 00:33:47.109852      32 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
W0910 00:33:47.109861      32 genericapiserver.go:787] Skipping API networking.k8s.io/v1beta1 because it has no resources.
I0910 00:33:47.110132      32 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
